Player,adr,assists__per__round,b_adr,b_assists__per__round,b_damage__per__round,b_deaths__per__round,b_dpr,b_grenade_dmg__per__round,b_headshot_%,b_impact,b_k_per_d_ratio,b_kast,b_kills__per__round,b_kpr,b_maps_played,b_rating,b_rating_2.0,b_rounds_played,b_saved_by_teammate__per__round,b_saved_teammates__per__round,b_total_deaths,b_total_kills,b_vs_top10,b_vs_top20,b_vs_top30,b_vs_top5,damage__per__round,deaths__per__round,dpr,grenade_dmg__per__round,headshot_%,impact,k_per_d_ratio,kast,kills__per__round,kpr,m_adr,m_assists__per__round,m_damage__per__round,m_deaths__per__round,m_dpr,m_grenade_dmg__per__round,m_headshot_%,m_impact,m_k_per_d_ratio,m_kast,m_kills__per__round,m_kpr,m_maps_played,m_rating,m_rating_2.0,m_rounds_played,m_saved_by_teammate__per__round,m_saved_teammates__per__round,m_total_deaths,m_total_kills,m_vs_top10,m_vs_top20,m_vs_top30,m_vs_top5,maps_played,rating,rating_2.0,rounds_played,saved_by_teammate__per__round,saved_teammates__per__round,total_deaths,total_kills,vs_top10,vs_top20,vs_top30,vs_top5,MVPs,EVPs,Rank
GuardiaN,71.8,0.08,72.3,0.09,72.3,0.61,0.61,2.7,27.0,1.13,1.19,70.9,0.73,0.73,154.0,1.12,1.12,4036.0,0.08,0.09,2463.0,2941.0,1.08,1.11,1.11,1.11,71.8,0.62,0.62,2.6,27.7,1.11,1.16,70.0,0.72,0.72,73.1,0.09,73.1,0.6,0.6,2.8,26.0,1.12,1.23,74.6,0.74,0.74,22.0,1.16,1.16,586.0,0.1,0.1,353.0,435.0,1.09,1.16,1.14,1.14,262.0,1.1,1.1,6871.0,0.08,0.09,4249.0,4920.0,1.06,1.09,1.08,1.09,1,4,11
Twistzz,76.8,0.11,75.1,0.11,75.1,0.62,0.62,3.3,62.8,1.07,1.17,73.7,0.72,0.72,157.0,1.13,1.13,3995.0,0.1,0.12,2474.0,2892.0,1.08,1.12,1.12,1.13,76.8,0.61,0.61,3.4,61.7,1.09,1.21,74.3,0.74,0.74,79.7,0.12,79.7,0.6,0.6,2.8,66.1,1.16,1.27,75.7,0.76,0.76,21.0,1.21,1.21,556.0,0.1,0.14,334.0,425.0,1.09,1.11,1.13,1.17,285.0,1.15,1.15,7340.0,0.1,0.12,4484.0,5442.0,1.08,1.12,1.13,1.14,1,3,12
Xyp9x,76.3,0.15,73.9,0.15,73.9,0.57,0.57,6.1,38.4,1.02,1.15,73.6,0.66,0.66,160.0,1.1,1.1,4113.0,0.08,0.09,2360.0,2713.0,1.08,1.09,1.09,1.1,76.3,0.58,0.58,6.3,39.7,1.05,1.18,74.0,0.68,0.68,74.3,0.13,74.3,0.6,0.6,6.9,43.3,0.99,1.17,77.1,0.7,0.7,18.0,1.12,1.12,468.0,0.09,0.11,279.0,326.0,1.08,1.09,1.08,1.12,258.0,1.13,1.13,6719.0,0.08,0.09,3884.0,4592.0,1.1,1.11,1.12,1.13,0,8,13
oskar,76.8,0.09,75.6,0.1,75.6,0.63,0.63,3.2,28.7,1.15,1.15,69.3,0.72,0.72,145.0,1.12,1.12,3819.0,0.08,0.08,2393.0,2762.0,1.04,1.11,1.12,1.12,76.8,0.64,0.64,3.0,29.3,1.2,1.16,69.3,0.74,0.74,74.9,0.1,74.9,0.62,0.62,1.7,27.9,1.15,1.14,71.7,0.71,0.71,15.0,1.13,1.13,381.0,0.1,0.1,238.0,272.0,0.94,1.17,1.11,1.13,275.0,1.13,1.13,7201.0,0.08,0.08,4612.0,5335.0,1.07,1.12,1.13,1.12,1,4,14
EliGE,82.1,0.16,80.3,0.15,80.3,0.68,0.68,4.1,47.6,1.19,1.06,70.4,0.73,0.73,157.0,1.12,1.12,3995.0,0.1,0.11,2735.0,2907.0,1.04,1.08,1.11,1.12,82.1,0.68,0.68,4.4,46.8,1.22,1.09,71.3,0.74,0.74,83.4,0.14,83.4,0.65,0.65,4.6,47.7,1.16,1.17,69.8,0.76,0.76,21.0,1.14,1.14,556.0,0.09,0.11,361.0,421.0,1.06,1.09,1.11,1.13,290.0,1.14,1.14,7452.0,0.1,0.11,5048.0,5489.0,1.06,1.09,1.1,1.13,0,5,15
suNny,81.4,0.13,81.7,0.13,81.7,0.66,0.66,5.0,47.9,1.15,1.11,70.2,0.74,0.74,156.0,1.13,1.13,4094.0,0.09,0.09,2712.0,3018.0,1.07,1.11,1.11,1.12,81.4,0.67,0.67,4.9,49.5,1.14,1.09,70.1,0.73,0.73,82.6,0.12,82.6,0.68,0.68,2.9,46.8,1.24,1.14,69.6,0.77,0.77,15.0,1.15,1.15,381.0,0.1,0.11,258.0,295.0,1.17,1.19,1.19,1.15,286.0,1.12,1.12,7476.0,0.09,0.09,5039.0,5487.0,1.07,1.11,1.11,1.11,0,4,16
autimatic,79.2,0.12,80.0,0.13,80.0,0.68,0.68,3.7,46.3,1.14,1.11,71.3,0.75,0.75,89.0,1.12,1.12,2396.0,0.09,0.11,1625.0,1796.0,1.08,1.11,1.11,1.11,79.2,0.65,0.65,4.0,43.9,1.14,1.17,71.7,0.76,0.76,81.7,0.13,81.7,0.62,0.62,3.9,45.0,1.23,1.27,73.8,0.8,0.8,20.0,1.21,1.21,530.0,0.09,0.12,331.0,422.0,1.25,1.21,1.22,1.21,216.0,1.14,1.14,5663.0,0.09,0.11,3676.0,4291.0,1.07,1.1,1.11,1.11,0,2,17
rain,78.9,0.15,78.2,0.16,78.2,0.68,0.68,3.7,52.9,1.11,1.01,71.3,0.68,0.68,154.0,1.09,1.09,4036.0,0.11,0.09,2735.0,2760.0,1.05,1.07,1.08,1.08,78.9,0.68,0.68,3.5,54.5,1.14,1.01,70.4,0.69,0.69,81.3,0.17,81.3,0.69,0.69,3.4,57.4,1.27,1.03,73.2,0.71,0.71,22.0,1.16,1.16,586.0,0.11,0.1,406.0,418.0,1.02,1.14,1.14,1.14,255.0,1.09,1.09,6704.0,0.11,0.09,4574.0,4642.0,1.03,1.07,1.08,1.08,0,4,18
ropz,75.4,0.11,75.0,0.11,75.0,0.61,0.61,2.2,51.3,1.01,1.14,71.5,0.69,0.69,156.0,1.09,1.09,4094.0,0.07,0.09,2487.0,2835.0,1.07,1.09,1.08,1.09,75.4,0.61,0.61,2.3,52.5,1.0,1.15,72.2,0.7,0.7,80.4,0.13,80.4,0.62,0.62,2.1,50.4,1.09,1.19,69.6,0.73,0.73,15.0,1.13,1.13,381.0,0.07,0.11,235.0,280.0,1.05,1.12,1.12,1.13,286.0,1.1,1.1,7476.0,0.07,0.09,4541.0,5200.0,1.06,1.09,1.08,1.09,0,3,19
valde,81.4,0.13,79.8,0.13,79.8,0.66,0.66,4.5,43.9,1.03,1.1,71.9,0.73,0.73,65.0,1.1,1.1,1691.0,0.09,0.1,1122.0,1229.0,1.05,1.11,1.11,1.11,81.4,0.64,0.64,4.5,45.4,1.07,1.17,73.2,0.75,0.75,75.0,0.11,75.0,0.69,0.69,5.0,47.5,0.79,0.94,72.1,0.65,0.65,9.0,0.99,0.99,272.0,0.09,0.11,189.0,177.0,0.67,1.02,1.06,1.02,273.0,1.15,1.15,7192.0,0.1,0.11,4625.0,5393.0,1.06,1.11,1.14,1.15,1,2,20
ZywOo,85.8,0.12,87.0,0.12,87.0,0.61,0.61,3.7,37.6,1.4,1.37,74.7,0.84,0.84,119.0,1.31,1.31,3085.0,0.11,0.12,1891.0,2590.0,1.28,1.28,1.28,1.29,85.8,0.6,0.6,3.8,39.4,1.41,1.4,75.5,0.83,0.83,83.0,0.12,83.0,0.62,0.62,4.4,40.3,1.36,1.3,73.5,0.81,0.81,31.0,1.25,1.25,831.0,0.08,0.12,517.0,670.0,1.12,1.17,1.21,1.25,270.0,1.32,1.32,7045.0,0.1,0.12,4206.0,5868.0,1.28,1.27,1.28,1.29,5,5,1
s1mple,85.3,0.1,84.0,0.1,84.0,0.59,0.59,3.2,42.9,1.33,1.4,74.6,0.83,0.83,100.0,1.28,1.28,2632.0,0.08,0.1,1558.0,2183.0,1.23,1.27,1.28,1.28,85.3,0.59,0.59,2.9,42.9,1.35,1.43,74.7,0.85,0.85,76.9,0.1,76.9,0.55,0.55,2.6,36.2,1.16,1.38,77.3,0.76,0.76,21.0,1.24,1.24,586.0,0.09,0.08,324.0,448.0,1.2,1.24,1.24,1.24,141.0,1.3,1.3,3765.0,0.08,0.1,2239.0,3205.0,1.23,1.27,1.28,1.3,1,5,2
device,81.1,0.13,81.8,0.13,81.8,0.6,0.6,4.7,32.0,1.31,1.29,72.2,0.78,0.78,126.0,1.23,1.23,3322.0,0.08,0.08,1997.0,2581.0,1.22,1.22,1.22,1.23,81.1,0.6,0.6,4.7,32.5,1.3,1.29,72.5,0.77,0.77,83.0,0.11,83.0,0.58,0.58,4.9,31.9,1.4,1.41,72.5,0.82,0.82,24.0,1.29,1.29,647.0,0.07,0.09,374.0,529.0,1.28,1.3,1.3,1.29,159.0,1.22,1.22,4170.0,0.08,0.08,2499.0,3222.0,1.2,1.21,1.21,1.22,3,0,3
EliGE,85.7,0.14,85.9,0.15,85.9,0.65,0.65,4.6,50.2,1.31,1.19,70.9,0.78,0.78,147.0,1.21,1.21,3957.0,0.09,0.1,2582.0,3069.0,1.19,1.21,1.2,1.21,85.7,0.65,0.65,4.7,51.4,1.3,1.19,71.2,0.78,0.78,86.7,0.12,86.7,0.67,0.67,4.1,49.3,1.24,1.15,67.9,0.78,0.78,15.0,1.16,1.16,445.0,0.08,0.13,299.0,345.0,1.14,1.16,1.16,1.16,223.0,1.21,1.21,5868.0,0.09,0.11,3836.0,4582.0,1.19,1.2,1.2,1.2,3,11,4
Magisk,80.8,0.16,80.8,0.16,80.8,0.62,0.62,6.7,44.5,1.12,1.17,74.7,0.72,0.72,126.0,1.16,1.16,3322.0,0.09,0.09,2045.0,2400.0,1.16,1.15,1.15,1.16,80.8,0.61,0.61,6.5,44.5,1.12,1.19,74.9,0.73,0.73,79.7,0.15,79.7,0.6,0.6,5.8,41.9,1.18,1.26,76.4,0.76,0.76,24.0,1.2,1.2,647.0,0.09,0.09,389.0,489.0,1.24,1.21,1.21,1.2,159.0,1.17,1.17,4170.0,0.08,0.09,2550.0,3025.0,1.15,1.14,1.15,1.16,1,10,5
electronic,84.6,0.15,85.9,0.15,85.9,0.63,0.63,5.4,47.4,1.29,1.21,73.1,0.76,0.76,100.0,1.23,1.23,2632.0,0.08,0.09,1652.0,2004.0,1.15,1.22,1.22,1.22,84.6,0.63,0.63,5.4,47.5,1.26,1.19,72.9,0.75,0.75,84.3,0.13,84.3,0.61,0.61,4.5,47.1,1.21,1.23,73.4,0.75,0.75,21.0,1.22,1.22,586.0,0.09,0.1,359.0,442.0,1.06,1.22,1.22,1.22,139.0,1.21,1.21,3701.0,0.09,0.1,2340.0,2788.0,1.15,1.21,1.21,1.2,0,3,6
NAF,82.2,0.15,82.3,0.16,82.3,0.63,0.63,6.1,41.0,1.13,1.15,73.7,0.72,0.72,147.0,1.17,1.17,3957.0,0.09,0.08,2481.0,2842.0,1.14,1.14,1.15,1.16,82.2,0.61,0.61,6.3,41.6,1.13,1.18,74.0,0.73,0.73,76.4,0.12,76.4,0.66,0.66,7.5,41.6,0.97,1.0,69.9,0.66,0.66,15.0,1.05,1.05,445.0,0.1,0.08,293.0,293.0,0.95,1.05,1.05,1.05,222.0,1.18,1.18,5840.0,0.09,0.09,3584.0,4235.0,1.14,1.14,1.15,1.17,2,10,7
Brehze,81.4,0.12,79.9,0.12,79.9,0.66,0.66,2.3,51.1,1.15,1.14,71.1,0.76,0.76,135.0,1.14,1.14,3665.0,0.1,0.1,2426.0,2777.0,1.15,1.13,1.13,1.13,81.4,0.65,0.65,2.3,51.0,1.2,1.2,72.8,0.78,0.78,85.2,0.13,85.2,0.63,0.63,2.3,51.0,1.37,1.29,74.7,0.81,0.81,21.0,1.27,1.27,613.0,0.1,0.11,385.0,498.0,1.22,1.21,1.25,1.22,224.0,1.18,1.18,5898.0,0.1,0.11,3822.0,4600.0,1.15,1.12,1.13,1.15,1,6,8
Twistzz,74.1,0.11,74.5,0.11,74.5,0.6,0.6,3.7,65.6,1.04,1.2,75.1,0.72,0.72,147.0,1.14,1.14,3957.0,0.1,0.13,2360.0,2839.0,1.09,1.12,1.12,1.13,74.1,0.59,0.59,3.7,66.2,1.03,1.21,75.1,0.71,0.71,77.1,0.11,77.1,0.65,0.65,4.8,64.6,0.98,1.11,73.7,0.72,0.72,15.0,1.1,1.1,445.0,0.11,0.13,289.0,322.0,1.02,1.1,1.1,1.1,223.0,1.14,1.14,5868.0,0.1,0.12,3477.0,4190.0,1.08,1.11,1.12,1.12,1,8,9
ropz,80.4,0.11,79.2,0.12,79.2,0.59,0.59,2.8,49.7,1.1,1.29,74.9,0.76,0.76,77.0,1.18,1.18,2105.0,0.07,0.1,1243.0,1601.0,1.14,1.14,1.15,1.17,80.4,0.59,0.59,2.9,50.3,1.11,1.29,75.0,0.76,0.76,71.6,0.1,71.6,0.62,0.62,2.5,48.4,1.0,1.05,70.1,0.65,0.65,12.0,1.05,1.05,345.0,0.06,0.11,215.0,225.0,0.96,1.0,1.05,1.05,200.0,1.19,1.19,5273.0,0.06,0.1,3108.0,4005.0,1.13,1.16,1.18,1.19,1,3,10
NiKo,82.9,0.12,82.4,0.13,82.4,0.67,0.67,3.8,47.6,1.25,1.12,69.5,0.75,0.75,105.0,1.15,1.15,2770.0,0.08,0.1,1859.0,2087.0,1.13,1.13,1.14,1.14,82.9,0.67,0.67,4.1,48.2,1.24,1.14,69.6,0.77,0.77,79.4,0.15,79.4,0.68,0.68,4.2,44.4,1.16,1.04,68.8,0.71,0.71,16.0,1.09,1.09,429.0,0.07,0.09,291.0,304.0,1.09,1.05,1.08,1.09,165.0,1.16,1.16,4328.0,0.08,0.1,2893.0,3311.0,1.16,1.16,1.15,1.16,2,3,11
woxic,76.8,0.11,77.6,0.11,77.6,0.62,0.62,2.6,34.6,1.2,1.21,71.6,0.75,0.75,82.0,1.17,1.17,2226.0,0.08,0.09,1373.0,1663.0,1.16,1.14,1.14,1.15,76.8,0.61,0.61,2.1,34.5,1.21,1.21,71.1,0.74,0.74,74.4,0.09,74.4,0.67,0.67,1.6,34.1,1.06,1.06,68.2,0.7,0.7,17.0,1.06,1.06,466.0,0.09,0.08,310.0,328.0,1.06,1.06,1.06,1.06,201.0,1.16,1.16,5294.0,0.08,0.09,3237.0,3920.0,1.15,1.13,1.14,1.15,1,2,12
sergej,78.3,0.13,78.1,0.13,78.1,0.65,0.65,3.7,50.8,1.14,1.09,71.6,0.71,0.71,93.0,1.12,1.12,2463.0,0.1,0.11,1610.0,1755.0,1.1,1.09,1.1,1.12,78.3,0.65,0.65,3.5,52.8,1.13,1.11,72.2,0.72,0.72,78.2,0.15,78.2,0.67,0.67,3.4,50.3,1.09,1.01,71.2,0.67,0.67,29.0,1.08,1.08,758.0,0.1,0.1,505.0,509.0,1.09,1.07,1.08,1.08,168.0,1.13,1.13,4399.0,0.1,0.11,2843.0,3163.0,1.1,1.09,1.1,1.11,0,6,13
Xyp9x,75.2,0.16,73.7,0.15,73.7,0.58,0.58,7.4,39.9,0.97,1.13,74.7,0.66,0.66,126.0,1.1,1.1,3322.0,0.08,0.09,1933.0,2176.0,1.06,1.07,1.07,1.1,75.2,0.58,0.58,7.7,39.7,1.01,1.15,74.7,0.67,0.67,79.1,0.15,79.1,0.56,0.56,7.4,40.0,1.08,1.29,76.8,0.72,0.72,24.0,1.2,1.2,647.0,0.08,0.11,360.0,463.0,1.17,1.17,1.17,1.2,159.0,1.12,1.12,4170.0,0.08,0.09,2428.0,2787.0,1.07,1.08,1.08,1.11,0,7,14
jks,81.2,0.13,78.9,0.12,78.9,0.64,0.64,5.5,54.4,1.12,1.13,70.1,0.72,0.72,98.0,1.12,1.12,2558.0,0.08,0.11,1626.0,1835.0,1.09,1.11,1.11,1.12,81.2,0.63,0.63,5.6,55.5,1.16,1.18,71.4,0.74,0.74,80.0,0.12,80.0,0.62,0.62,5.1,55.9,1.13,1.19,70.1,0.73,0.73,28.0,1.14,1.14,760.0,0.08,0.11,468.0,556.0,1.1,1.14,1.14,1.14,148.0,1.16,1.16,3841.0,0.08,0.11,2417.0,2842.0,1.09,1.11,1.12,1.15,0,3,15
dupreeh,74.2,0.13,73.9,0.12,73.9,0.62,0.62,3.7,48.9,1.11,1.14,72.2,0.71,0.71,126.0,1.11,1.11,3322.0,0.09,0.09,2067.0,2357.0,1.07,1.09,1.09,1.11,74.2,0.62,0.62,3.8,49.2,1.1,1.15,72.9,0.71,0.71,76.8,0.13,76.8,0.6,0.6,4.1,48.3,1.15,1.21,73.0,0.72,0.72,24.0,1.16,1.16,647.0,0.09,0.08,386.0,466.0,1.13,1.16,1.16,1.16,159.0,1.12,1.12,4170.0,0.09,0.09,2575.0,2952.0,1.07,1.09,1.09,1.11,1,5,16
KRIMZ,77.3,0.14,77.5,0.14,77.5,0.64,0.64,3.4,41.2,1.08,1.1,71.8,0.71,0.71,114.0,1.11,1.11,3113.0,0.08,0.1,1990.0,2195.0,1.11,1.11,1.11,1.11,77.3,0.64,0.64,3.5,40.6,1.07,1.1,72.0,0.71,0.71,82.7,0.16,82.7,0.62,0.62,4.0,42.4,1.04,1.16,72.3,0.72,0.72,7.0,1.15,1.15,173.0,0.06,0.11,108.0,125.0,0.0,0.93,1.1,1.15,196.0,1.1,1.1,5295.0,0.08,0.1,3408.0,3736.0,1.11,1.09,1.09,1.1,0,4,17
CeRq,72.6,0.1,71.7,0.1,71.7,0.62,0.62,2.2,28.5,1.1,1.14,71.7,0.71,0.71,139.0,1.1,1.1,3762.0,0.09,0.11,2334.0,2659.0,1.1,1.1,1.1,1.1,72.6,0.61,0.61,2.2,27.8,1.12,1.18,72.8,0.72,0.72,71.6,0.1,71.6,0.58,0.58,1.8,26.3,1.1,1.21,73.6,0.71,0.71,21.0,1.14,1.14,613.0,0.08,0.09,358.0,433.0,1.09,1.05,1.13,1.16,228.0,1.13,1.13,5995.0,0.09,0.1,3652.0,4303.0,1.09,1.09,1.11,1.12,0,2,18
Brollan,78.1,0.12,77.0,0.12,77.0,0.67,0.67,4.2,51.2,1.17,1.07,70.3,0.71,0.71,114.0,1.1,1.1,3113.0,0.09,0.08,2074.0,2214.0,1.05,1.09,1.09,1.1,78.1,0.67,0.67,4.4,51.8,1.18,1.09,70.7,0.72,0.72,78.8,0.09,78.8,0.72,0.72,4.2,56.2,1.12,1.02,68.8,0.74,0.74,7.0,1.07,1.07,173.0,0.09,0.1,125.0,128.0,0.0,0.93,1.09,1.07,206.0,1.12,1.12,5543.0,0.09,0.09,3690.0,4012.0,1.06,1.08,1.1,1.11,0,4,19
Ethan,81.2,0.16,79.9,0.15,79.9,0.67,0.67,4.8,48.9,1.11,1.02,70.7,0.69,0.69,139.0,1.09,1.09,3762.0,0.1,0.11,2539.0,2582.0,1.06,1.08,1.09,1.09,81.2,0.66,0.66,4.9,48.2,1.14,1.07,72.1,0.7,0.7,81.4,0.17,81.4,0.63,0.63,4.1,48.1,1.13,1.11,73.2,0.7,0.7,21.0,1.15,1.15,613.0,0.1,0.1,388.0,432.0,0.92,0.99,1.11,1.15,229.0,1.13,1.13,6023.0,0.1,0.11,3953.0,4242.0,1.06,1.08,1.09,1.12,1,3,20
ZywOo,85.8,0.13,86.8,0.14,86.8,0.63,0.63,4.5,43.2,1.38,1.21,70.9,0.76,0.76,7.0,1.24,-1.0,1.24,203.0,0.06,0.09,128.0,155.0,1.22,1.24,1.24,1.24,85.8,0.61,0.61,4.3,39.3,1.39,1.33,74.8,0.81,0.81,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,205.0,1.3,1.3,5479.0,0.1,0.12,3350.0,4457.0,1.29,1.29,1.29,1.29,6,0,1
s1mple,84.4,0.1,87.6,0.12,87.6,0.56,0.56,4.6,33.2,1.37,1.47,75.9,0.83,0.83,18.0,1.34,-1.0,1.34,448.0,0.08,0.08,252.0,371.0,1.31,1.34,1.34,1.34,84.4,0.6,0.6,2.9,39.0,1.35,1.41,73.9,0.85,0.85,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,206.0,1.29,1.29,5496.0,0.08,0.1,3299.0,4663.0,1.27,1.3,1.28,1.29,2,1,2
